category,main class,item name,price range,price_min,price_max,monthly sales,item url,item picture
category,main class,item name,price range,price_min,price_max,monthly sales,item url,item picture
category,main class,item name,price range,price_min,price_max,monthly sales,item url,item picture
美妝保健,保健食品、營養品,不囉嗦 🏆就是最低價🏆 葡眾 康爾喜 (1.5克/90條/盒) 就是公司貨 最新有效期限 2020/12月,$1100,1100,1100,610,https://shopee.tw/不囉嗦-🏆就是最低價🏆-葡眾-康爾喜-(1.5克-90條-盒)-就是公司貨-最新有效期限-2020-12月-i.2926061.703002746,https://cf.shopee.tw/file/601a6aebcadcf1c8352b31d41ebed558
美妝保健,保健食品、營養品,金牌大師 滴雞精 一盒（10包)免運 四盒2800，五盒3425 8盒5400 可刷卡 有現貨 附提袋 送禮 滴雞湯,$890,890,890,596,https://shopee.tw/金牌大師-滴雞精-一盒（10包)免運-四盒2800，五盒3425-8盒5400-可刷卡-有現貨-附提袋-送禮-滴雞湯-i.30988409.485865229,https://cf.shopee.tw/file/5af6b0782a8d16a34c0f60e52e250c82
美妝保健,保健食品、營養品,四月到貨👍🏻開放優惠價預購💥預購咖啡送好禮,$1200 - $2500,1200,2500,517,https://shopee.tw/四月到貨👍🏻開放優惠價預購💥預購咖啡送好禮-i.7312556.1443237362,https://cf.shopee.tw/file/4758b772a72d46f55eda541f07376bf9
美妝保健,保健食品、營養品,(現貨）TR日本蔬果酵素,$1132 - $4530,1132,4530,515,https://shopee.tw/(現貨）TR日本蔬果酵素-i.64108579.1050250116,https://cf.shopee.tw/file/552b411b328be99153f58560976b88df
美妝保健,保健食品、營養品,MIHONG高效益生菌（30包/盒）[優格/橘子/葡萄/青梅/鳳梨/藍莓口味任選],$399 - $2099,399,2099,660,https://shopee.tw/MIHONG高效益生菌（30包-盒）-優格-橘子-葡萄-青梅-鳳梨-藍莓口味任選--i.18306917.464599334,https://cf.shopee.tw/file/1da7e4bb173bf9c4b1e00a17b19b7a54
美妝保健,私密清潔保養,NEW新品上市🔥我的私蜜計畫-私蜜植粹潔膚露pH3.8弱酸平衡私密處230ml,$390 - $1000,390,1000,685,https://shopee.tw/NEW新品上市🔥我的私蜜計畫-私蜜植粹潔膚露pH3.8弱酸平衡私密處230ml-i.13040120.1936028674,https://cf.shopee.tw/file/045b4d75aaeeed4bbf454db269f99d39
美妝保健,其他,✅真的殺到底了，1盒📌老闆爆肝 賠錢大拍賣❇️最後一波，沒了就沒了..需要囤貨的動作快。小編不常上線回留言🙇‍♀️,$490 - $1200,490,1200,858,https://shopee.tw/✅真的殺到底了，1盒📌老闆爆肝-賠錢大拍賣❇️最後一波，沒了就沒了..需要囤貨的動作快。小編不常上線回留言🙇‍♀️-i.35592468.1193150733,https://cf.shopee.tw/file/9004bb23b3ae5ca462f29b786fcc0d91
居家生活,寢具,MIT床包/數十款式/單人/雙人/加大/特大/床包組/被套/兩用被套/鋪棉床包/床單/棉被/保潔墊/素色床包 亞汀寢飾,$50 - $899,50,899,4585,https://shopee.tw/MIT床包-數十款式-單人-雙人-加大-特大-床包組-被套-兩用被套-鋪棉床包-床單-棉被-保潔墊-素色床包-亞汀寢飾-i.19066570.380735705,https://cf.shopee.tw/file/4bbb7047f95346f8655cbc6e4baa796b
居家生活,寢具,台灣製 床包/數十種款式/雙人床包/加大/特大/床包組/被套/兩用被套/鋪棉床包/單人床包/床單/棉被/保潔墊/素色床包,$50 - $849,50,849,670,https://shopee.tw/台灣製-床包-數十種款式-雙人床包-加大-特大-床包組-被套-兩用被套-鋪棉床包-單人床包-床單-棉被-保潔墊-素色床包-i.19066570.380756783,https://cf.shopee.tw/file/0939d3bf170d5b422db91ea68ef1eb4f
居家生活,寢具,日系無印（百搭素色床包組）單人床包/雙人床包/加大床包/特大床包/舖棉兩用被/薄被套【日日大家居】聊聊現貨均當日寄,$280 - $1050,280,1050,504,https://shopee.tw/日系無印（百搭素色床包組）單人床包-雙人床包-加大床包-特大床包-舖棉兩用被-薄被套【日日大家居】聊聊現貨均當日寄-i.7820342.492441360,https://cf.shopee.tw/file/4e19d3fdc5312bad5f42f8366d4c6833
居家生活,水壺、杯子,現貨！太和工房TR-55負離子運動水壺350/500/700/1000ml(柔柔的店）生日/新年禮物首選送健康🎁,$590 - $999,590,999,1412,https://shopee.tw/現貨！太和工房TR-55負離子運動水壺350-500-700-1000ml(柔柔的店）生日-新年禮物首選送健康🎁-i.15253098.141978833,https://cf.shopee.tw/file/f5d452c9ab2ae29fe1afac9027c18481
居家生活,居家裝飾,【限時折扣】現代簡約北歐風小清新 加厚防滑超柔軟 廚房茶幾墊客廳沙發臥室 地毯入戶門玄關墊床邊墊浴室墊踏腳墊長地墊爬爬墊,$50 - $1390,50,1390,769,https://shopee.tw/【限時折扣】現代簡約北歐風小清新-加厚防滑超柔軟-廚房茶幾墊客廳沙發臥室-地毯入戶門玄關墊床邊墊浴室墊踏腳墊長地墊爬爬墊-i.69022865.1240144726,https://cf.shopee.tw/file/f26255f66b4b7a9a70c9e99a1d1ae6aa
居家生活,居家香氛,批發價衝評價超音波負離子水氧機300ml 香氛薰香機 燈光 💋加濕器 香氛機 水氧機 加濕器,$30 - $1180,30,1180,520,https://shopee.tw/批發價衝評價超音波負離子水氧機300ml-香氛薰香機-燈光-💋加濕器-香氛機-水氧機-加濕器-i.8545538.1485178628,https://cf.shopee.tw/file/e639e86137d329b6072a449c1beda633
居家生活,文具,客製化高級洞洞筆,$600 - $1300,600,1300,654,https://shopee.tw/客製化高級洞洞筆-i.127106033.1932720682,https://cf.shopee.tw/file/06f1a3f0b0b4e1c0a0511347e8ee9da8
category,main class,item name,price range,price_min,price_max,monthly sales,item url,item picture
寵物,外出用品,【汪喵派對】4輪升級版，限量67折 Doogo寵物推車，超輕量一鍵收折，全車可拆洗，四輪超穩定，狗推車貓推車外出籠,$150 - $998,150,998,564,https://shopee.tw/【汪喵派對】4輪升級版，限量67折-Doogo寵物推車，超輕量一鍵收折，全車可拆洗，四輪超穩定，狗推車貓推車外出籠-i.65321802.1514090829,https://cf.shopee.tw/file/5f795e55203900be2f93d4f887267398
寵物,貓飼料,☆毛孩王☆（現貨）莫比Mobby無榖貓 鹿肉+鮭魚3kg/6.5kg,$650 - $1350,650,1350,934,https://shopee.tw/☆毛孩王☆（現貨）莫比Mobby無榖貓-鹿肉-鮭魚3kg-6.5kg-i.4115037.94811539,https://cf.shopee.tw/file/561c1d7bb5c9e9c0016fde626c70e20b
寵物,貓飼料,☆毛孩王☆（現貨）莫比Mobby 成貓化毛專用配方,$550 - $1100,550,1100,575,https://shopee.tw/☆毛孩王☆（現貨）莫比Mobby-成貓化毛專用配方-i.4115037.97095116,https://cf.shopee.tw/file/44d3ea6807662b151dc92a85444cf18c
女鞋,其他,連線韓國 現貨 PUMA Thunder Desert 老爹鞋 彪馬女鞋 泫雅代言同款 復古厚底 運動鞋 情侶鞋 男鞋,$200 - $900,200,900,705,https://shopee.tw/連線韓國-現貨-PUMA-Thunder-Desert-老爹鞋-彪馬女鞋-泫雅代言同款-復古厚底-運動鞋-情侶鞋-男鞋-i.87407826.1832391799,https://cf.shopee.tw/file/c7ebbbb49002ffe81814216db1c9144f
男鞋,休閒鞋、帆布鞋,adidas鞋 Yeezy350 V2 運動鞋 情侶款 愛迪達Boost 椰子 男女鞋 斑馬 黑紅字 冰藍 正版,$935,935,935,810,https://shopee.tw/adidas鞋-Yeezy350-V2-運動鞋-情侶款-愛迪達Boost-椰子-男女鞋-斑馬-黑紅字-冰藍-正版-i.67105598.1165282104,https://cf.shopee.tw/file/4bd37af2943bf2b1d0ea7656dc69bc89
